Time,Count,Voltage V1,Voltage V2,Voltage V3,Voltage V4,Voltage V5,Voltage V6,Voltage V7,Voltage V8,Force 1,Force 2,Force 3,Force 4,Force 5,Force 6
697877433.0,14270,0.00075,-0.002625,0.002438,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697877433.0,14272,0.00075,-0.002625,0.002438,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697975156.0,14273,0.000938,-0.002812,0.00225,-0.006375,0.000563,0.001312,0.003375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698024053.0,14275,0.000938,-0.002812,0.002438,-0.00675,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698121825.0,14276,0.000938,-0.002812,0.00225,-0.006562,0.00075,0.0015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698170698.0,14277,0.000938,-0.002812,0.00225,-0.006562,0.00075,0.0015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698219552.0,14278,0.001125,-0.002812,0.002438,-0.00675,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698268422.0,14280,0.000938,-0.002625,0.002438,-0.006562,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698366149.0,14281,0.000938,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698366149.0,14282,0.000938,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698463877.0,14283,0.001125,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698512747.0,14285,0.00075,-0.002812,0.00225,-0.006562,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698610493.0,14286,0.000938,-0.002812,0.00225,-0.006562,0.000563,0.001312,0.003187,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0
698659375.0,14287,0.00075,-0.002812,0.00225,-0.006562,0.000938,0.001312,0.003375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698708246.0,14288,0.00075,-0.002812,0.002438,-0.00675,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698757129.0,14290,0.000938,-0.002625,0.00225,-0.00675,0.000563,0.0015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698854861.0,14291,0.00075,-0.002625,0.002438,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698903727.0,14292,0.00075,-0.002812,0.00225,-0.006562,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
698952624.0,14293,0.001125,-0.002812,0.002438,-0.00675,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699001501.0,14295,0.000938,-0.002812,0.002438,-0.00675,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
699099250.0,14296,0.000938,-0.002812,0.00225,-0.00675,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699148089.0,14298,0.000938,-0.002812,0.00225,-0.00675,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699245787.0,14299,0.00075,-0.002625,0.002438,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
699294638.0,14300,0.000938,-0.002625,0.00225,-0.006562,0.000563,0.001312,0.003375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699343474.0,14301,0.000938,-0.002625,0.002438,-0.006562,0.00075,0.0015,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699392166.0,14302,0.000938,-0.002812,0.002438,-0.006375,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699392166.0,14304,0.000938,-0.002812,0.002438,-0.006375,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699538768.0,14305,0.000938,-0.002812,0.002438,-0.006562,0.000563,0.001125,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
