time,count·,v1,v2,V3,v4,v5,v6,v7,v8,,,,,,
76284018,2221,-0.000188,0.000187,0,0,0,-0.000375,0.000187,0,0,0,0,0,0,0
76420703,2222,-0.000188,0,0.000188,-0.000188,0,-0.000188,0,0,0,0,0,0,0,0
76420703,2225,-0.000188,0.000187,0,0,-0.000188,-0.000188,-0.000188,-0.000188,0,0,0,0,0,0
76557408,2226,0,0.000187,0,0,0,-0.000188,0,-0.000375,0,0,0,0,0,0
76557408,2229,0,0.000187,-0.000187,0,0,-0.000188,0.000187,0,0,0,0,0,0,0
76694060,2230,-0.000188,0.000187,0,0,-0.000188,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
76694060,2232,-0.000188,0.000187,0,0,-0.000188,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
76796598,2233,-0.000188,0,0.000188,0,0,-0.000188,0.000187,-0.000375,0,0,0,0,0,0
76830781,2236,-0.000188,0.000187,0.000188,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
76933324,2237,0,0,-0.000187,0,0,-0.000188,0.000375,-0.000188,0,0,0,0,0,0
76933324,2240,-0.000188,0.000187,0,0,0.000187,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77070000,2241,-0.000188,0.000187,0,0,0,-0.000375,0.000187,0,0,0,0,0,0,0
77070000,2243,-0.000188,0.000187,0,0,0,-0.000375,0.000187,0,0,0,0,0,0,0
77172500,2244,-0.000375,0,0,-0.000188,0,-0.000375,0,-0.000188,0,0,0,0,0,0
77206672,2248,-0.000188,0.000187,0,0,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
77343377,2249,-0.000188,0.000187,0,-0.000188,0.000187,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77343377,2251,0,0,0,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77445958,2252,-0.000188,0,0,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77480127,2255,-0.000188,0,0,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77582642,2256,0,0,0.000188,0,-0.000188,-0.000188,0,-0.000188,0,0,0,0,0,0
77616816,2259,-0.000188,0.000187,-0.000187,0,0,-0.000188,0.000375,-0.000375,0,0,0,0,0,0
77719406,2260,0.000187,0.000187,0,0,0,-0.000188,0,0,0,0,0,0,0,0
77719406,2263,-0.000188,0.000187,0,0,0,-0.000375,0.000375,-0.000188,0,0,0,0,0,0
77856074,2264,-0.000188,0.000187,0,0,0.000187,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77890269,2267,-0.000188,0.000187,0,0,0.000187,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
77992781,2268,-0.000188,0.000187,0,0,0,-0.000188,0.000375,-0.000375,0,0,0,0,0,0
78026965,2271,-0.000188,0.000187,0,0,0,-0.000188,0.000375,-0.000375,0,0,0,0,0,0
78129535,2272,-0.000188,0.000187,0.000188,-0.000188,0,-0.000375,0.000187,-0.000375,0,0,0,0,0,0
78163746,2276,0,0,0,0,0,-0.000188,0.000375,-0.000375,0,0,0,0,0,0
78300409,2277,0,0.000187,-0.000187,0,0,-0.000375,0.000187,0,0,0,0,0,0,0
78300409,2280,0,0.000187,-0.000187,0,0,-0.000188,0.000187,0,0,0,0,0,0,0
78437109,2281,-0.000188,0.000187,0,0,0,-0.000375,0.000187,0,0,0,0,0,0,0
78437109,2283,-0.000188,0.000187,0,0,0,-0.000375,0.000187,0,0,0,0,0,0,0
78539589,2284,-0.000188,0.000187,-0.000187,-0.000188,0,-0.000188,0.000187,0,0,0,0,0,0,0
78573784,2287,-0.000188,0.000187,0,0,0,-0.000188,0.000375,-0.000375,0,0,0,0,0,0
78676321,2288,-0.000188,0.000187,-0.000187,0,0,-0.000188,0.000187,0,0,0,0,0,0,0
78676321,2291,-0.000188,0,0,-0.000188,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
78812991,2292,0,0,0,-0.000188,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
78812991,2295,0,0,0,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
78949618,2296,-0.000188,0,0.000188,-0.000188,0,0,0.000187,-0.000375,0,0,0,0,0,0
78949618,2299,0,0.000187,0.000188,0,0.000187,-0.000188,0,-0.000188,0,0,0,0,0,0
79086337,2300,-0.000188,0.000187,0.000188,-0.000188,0,-0.000188,0,-0.000188,0,0,0,0,0,0
79086337,2303,0,0,-0.000187,-0.000188,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
79223034,2304,-0.000188,0,0,-0.000188,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
79223034,2307,0,-0.000187,0,0,0,-0.000375,0,0,0,0,0,0,0,0
79359711,2308,-0.000188,0.000187,0,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
79359711,2310,-0.000188,0.000187,0,-0.000188,0,-0.000188,0,-0.000188,0,0,0,0,0,0
79462240,2311,0,0,0,0,0,-0.000188,0.000187,0,0,0,0,0,0,0
79462240,2314,-0.000188,0.000187,0,0,0,-0.000188,0,-0.000188,0,0,0,0,0,0
79598865,2315,-0.000188,-0.000187,0,-0.000188,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
79598865,2317,-0.000188,0,0,0,-0.000188,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
79701422,2318,0,0,0,0,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
79735574,2321,0,0.000187,0,0,-0.000188,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
79838102,2322,-0.000188,0.000187,0,-0.000188,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
79940668,2325,0,0,-0.000187,0,0,-0.000375,0,-0.000188,0,0,0,0,0,0
79974824,2326,-0.000188,0.000187,-0.000187,-0.000188,0.000187,-0.000188,0.000375,0,0,0,0,0,0,0
79974824,2328,0,0,-0.000187,0.000188,-0.000188,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
80077409,2329,0.000187,-0.000187,-0.000187,0.000188,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
80077409,2332,0.000375,-0.000187,-0.000563,0.000375,-0.000188,-0.000188,-0.000188,-0.000188,0,0,0,0,0,0
80214259,2333,0.000375,0,-0.00075,0.000375,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
80248453,2336,0.000375,0,-0.00075,0.000375,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
80351048,2337,0.000187,0,0,0.000188,0.000187,0,0.000187,-0.000188,0,0,0,0,0,0
80385221,2340,0.000187,0,0,0.000188,0.000187,0,0.000187,-0.000188,0,0,0,0,0,0
80487819,2341,0.00075,0.000375,-0.001125,-0.000563,-0.000563,-0.00075,-0.00075,-0.000937,0,0,0,0,0,0
80522041,2345,0.00075,-0.000375,-0.000937,0.000188,0,-0.000188,0,-0.000375,0,0,0,0,0,0
80658863,2346,0.000938,-0.000375,-0.001312,0.00075,0,-0.000375,0,-0.000188,0,0,0,0,0,0
80658863,2349,0.0015,-0.001125,-0.002062,0.001125,0,-0.000375,0,-0.000188,0,0,0,0,0,0
80795673,2350,0.002062,-0.001312,-0.002625,0.001313,0.000187,-0.000188,0,0,0,0,0,0,0,0
80795673,2353,0.00225,-0.001688,-0.003,0.001688,0.000187,-0.00075,-0.000375,-0.000188,0,0,0,0,0,0
80932541,2354,0.001875,-0.001312,-0.002437,0.001313,0,-0.000375,-0.000188,-0.000188,0,0,0,0,0,0
80932541,2355,0.000938,-0.000563,-0.000937,0.000563,0,-0.000375,0,-0.000188,0,0,0,0,0,0
81000966,2356,0,0.000187,0,0,0.000187,-0.000375,0,-0.000188,0,0,0,0,0,0
81035132,2361,0,0.00075,-0.000375,-0.00075,0.000187,-0.000375,0.000187,0,0,0,0,0,0,0
81206039,2362,-0.000188,0.00075,0,-0.000375,0,-0.000188,0.000187,0,0,0,0,0,0,0
81206039,2365,0.000375,0.000187,-0.000375,-0.000375,0.000187,-0.000188,0,-0.000188,0,0,0,0,0,0
81342810,2366,0.001312,0.001688,-0.001875,-0.001875,-0.000188,-0.000188,0,-0.000375,0,0,0,0,0,0
81342810,2368,0.001312,0.001688,-0.001875,-0.001875,-0.000188,-0.000188,0,-0.000375,0,0,0,0,0,0
81445457,2369,0.003187,0.000938,-0.004312,-0.001125,-0.000563,-0.000938,-0.000938,-0.000375,0,0,0,0,0,0
81582367,2373,0.004687,0.000938,-0.006375,-0.001312,0,-0.000563,-0.00075,-0.000188,0,0,0,0,0,0
81616589,2376,0.002625,-0.000563,-0.004687,-0.000188,-0.000375,-0.000938,-0.000938,0.000188,0,0,0,0,0,0
81719243,2377,0.001125,0,-0.002437,-0.00075,-0.000188,-0.000375,0,0.000375,0,0,0,0,0,0
81719243,2380,-0.0015,-0.003187,-0.001125,0.00225,-0.000375,-0.00075,-0.000375,0.000563,0,0,0,0,0,0
81856103,2381,-0.001688,-0.003187,-0.0015,0.00225,-0.001125,-0.0015,-0.001125,-0.000188,0,0,0,0,0,0
81856103,2384,-0.002813,-0.00375,-0.001125,0.002062,-0.001875,-0.002063,-0.001688,-0.000375,0,0,0,0,0,0
81993034,2385,-0.004313,-0.004313,0.000188,0.003187,-0.003375,-0.00375,-0.003,-0.001313,0,0,0,0,0,0
82095745,2388,-0.008438,-0.001125,0.005063,-0.001125,-0.003375,-0.002813,-0.002063,-0.000563,0,0,0,0,0,0
82129981,2389,-0.011063,-0.002812,0.007875,0.001313,-0.00375,-0.003375,-0.002625,-0.001125,0,0,0,0,0,0
82129981,2391,-0.014813,-0.0045,0.011437,0.002625,-0.003375,-0.002438,-0.001313,0,0,0,0,0,0,0
82232669,2392,-0.015938,-0.006375,0.012563,0.0045,-0.003188,-0.002438,-0.00075,0,0,0,0,0,0,0
82266887,2395,-0.015938,-0.006375,0.012563,0.0045,-0.003188,-0.002438,-0.00075,0,0,0,0,0,0,0
82369588,2396,-0.014625,-0.017062,0.01125,0.015563,-0.001125,-0.000375,0.00075,0.000938,0,0,0,0,0,0
82403821,2399,-0.02025,-0.015188,0.018938,0.0135,-0.003375,-0.002063,0.000187,0.000188,0,0,0,0,0,0
82506541,2400,-0.020813,-0.0135,0.01875,0.01125,-0.003188,-0.001687,0.000375,0.000188,0,0,0,0,0,0
82506541,2403,-0.0225,-0.02025,0.020063,0.019125,-0.003938,-0.002438,-0.000375,-0.00075,0,0,0,0,0,0
82643504,2404,-0.020813,-0.023437,0.017812,0.0225,-0.004688,-0.003375,-0.001125,-0.001313,0,0,0,0,0,0
82643504,2406,-0.016875,-0.025313,0.012375,0.024375,-0.007125,-0.006187,-0.004313,-0.003188,0,0,0,0,0,0
82746245,2407,-0.014063,-0.027375,0.009188,0.026438,-0.005063,-0.004312,-0.002438,-0.0015,0,0,0,0,0,0
82780487,2410,-0.018375,-0.032062,0.01425,0.031125,-0.00675,-0.005625,-0.003188,-0.003,0,0,0,0,0,0
82883216,2411,-0.020063,-0.031687,0.01575,0.030562,-0.006563,-0.00525,-0.002813,-0.002625,0,0,0,0,0,0
82985969,2414,-0.017438,-0.032438,0.012563,0.031313,-0.0075,-0.006563,-0.004125,-0.003375,0,0,0,0,0,0
83020211,2417,-0.020437,-0.030937,0.015938,0.03,-0.009,-0.0075,-0.004688,-0.0045,0,0,0,0,0,0
83122939,2418,-0.022125,-0.031687,0.018563,0.030188,-0.009375,-0.007875,-0.004875,-0.004875,0,0,0,0,0,0
83122939,2421,-0.022125,-0.031687,0.018563,0.030188,-0.009375,-0.007875,-0.004875,-0.004875,0,0,0,0,0,0
83259927,2422,-0.016875,-0.030188,0.011625,0.029063,-0.009187,-0.007875,-0.005438,-0.005062,0,0,0,0,0,0
83294171,2425,-0.016875,-0.030188,0.011625,0.029063,-0.009187,-0.007875,-0.005438,-0.005062,0,0,0,0,0,0
83396896,2426,-0.023812,-0.03375,0.019875,0.032625,-0.009,-0.007313,-0.004313,-0.0045,0,0,0,0,0,0
83431141,2429,-0.023812,-0.03375,0.019875,0.032625,-0.009,-0.007313,-0.004313,-0.0045,0,0,0,0,0,0
83533877,2430,-0.030562,-0.042563,0.02775,0.04275,-0.007688,-0.005437,-0.001688,-0.002813,0,0,0,0,0,0
83568131,2434,-0.03675,-0.044625,0.034688,0.045188,-0.007125,-0.004875,-0.000563,-0.00225,0,0,0,0,0,0
83705115,2437,-0.039375,-0.044625,0.036937,0.044813,-0.007125,-0.0045,-0.000375,-0.002062,0,0,0,0,0,0
83807858,2438,-0.037313,-0.044813,0.035063,0.045188,-0.00675,-0.004312,-0.000188,-0.001687,0,0,0,0,0,0
83807858,2441,-0.041812,-0.045375,0.040687,0.045563,-0.0045,-0.001875,0.002437,0.000375,0,0,0,0,0,0
83944827,2442,-0.042,-0.039,0.040313,0.0375,-0.006,-0.003,0.001312,-0.000937,0,0,0,0,0,0
84047545,2445,-0.032625,-0.031875,0.030375,0.030375,-0.003,-0.000938,0.00225,0.000563,0,0,0,0,0,0
84081786,2446,-0.031875,-0.02775,0.028313,0.025875,-0.004313,-0.002438,0.000375,-0.000563,0,0,0,0,0,0
84081786,2449,-0.013125,-0.010687,0.010313,0.009188,-0.001125,-0.001125,0,0.000375,0,0,0,0,0,0
84218739,2450,-0.009,-0.007313,0.006188,0.005812,-0.003,-0.002625,-0.002063,-0.0015,0,0,0,0,0,0
84218739,2453,0.00075,-0.000187,-0.001687,-0.00075,0.00075,0,0,0.000375,0,0,0,0,0,0
84355612,2454,0.002062,0.001688,-0.002812,-0.002437,-0.000563,-0.000938,-0.000938,-0.000563,0,0,0,0,0,0
84355612,2457,0.00075,0.001312,-0.000375,-0.001125,0.000187,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
84492472,2458,0.000563,0.00075,-0.000375,-0.000563,0.000187,0,0.000187,-0.000188,0,0,0,0,0,0
84492472,2461,0.000187,0,-0.000187,-0.000188,0,0,0.000187,-0.000188,0,0,0,0,0,0
84629243,2462,0.000375,0.000187,0,-0.000188,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
84629243,2464,0.000375,0.000187,0,-0.000188,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
84731825,2465,0,0.000187,-0.000187,-0.000188,0,-0.000375,0.000187,0,0,0,0,0,0,0
84766010,2468,0,0.000187,0,-0.000375,0.000187,-0.000375,0.000187,0,0,0,0,0,0,0
84868536,2469,0,0,0,-0.000188,0,0,0,-0.000375,0,0,0,0,0,0
84868536,2472,0,0,0.000188,0.000188,0,-0.000375,0,-0.000375,0,0,0,0,0,0
85005264,2473,0,-0.000563,0.000188,0.00075,0.000187,-0.000375,0,-0.000188,0,0,0,0,0,0
85005264,2475,0,-0.000563,0.000188,0.00075,0.000187,-0.000375,0,-0.000188,0,0,0,0,0,0
85107916,2476,0.000375,-0.000937,-0.000375,0.001125,-0.000375,-0.000563,-0.000375,-0.000563,0,0,0,0,0,0
85142146,2479,0.000375,0,-0.000375,0,-0.000375,-0.000563,-0.000188,-0.000563,0,0,0,0,0,0
85244779,2480,0.000563,0,-0.00075,0.000188,0,-0.000188,0.000187,-0.000375,0,0,0,0,0,0
85244779,2483,0.0015,-0.000937,-0.001687,0.000937,0,0.000188,0.000187,-0.000375,0,0,0,0,0,0
85381626,2486,0.001312,-0.00075,-0.001125,0.00075,-0.000188,-0.000375,0,-0.000563,0,0,0,0,0,0
85484266,2487,0.002438,-0.0015,-0.002625,0.0015,0,0.000375,0.000187,-0.000375,0,0,0,0,0,0
85518491,2490,0.00375,0.000187,-0.00375,-0.00075,-0.000188,0.000188,0.000187,-0.00075,0,0,0,0,0,0
85621168,2491,0.004687,-0.000375,-0.004687,0.000188,-0.000188,-0.000375,-0.000375,-0.000937,0,0,0,0,0,0
85621168,2494,0.0045,0,-0.004687,-0.000188,-0.00075,-0.00075,-0.000938,-0.001313,0,0,0,0,0,0
85758090,2495,0.003937,0.002813,-0.00375,-0.003375,-0.00075,-0.000375,-0.000188,-0.001125,0,0,0,0,0,0
85758090,2497,0.003937,0.002813,-0.00375,-0.003375,-0.00075,-0.000375,-0.000188,-0.001125,0,0,0,0,0,0
85860782,2498,0.003937,0.0015,-0.003562,-0.001875,-0.000563,-0.000375,-0.000188,-0.0015,0,0,0,0,0,0
85895015,2499,0.003937,0.0015,-0.003562,-0.001875,-0.000563,-0.000375,-0.000188,-0.0015,0,0,0,0,0,0
85929243,2500,0.003187,0.001312,-0.002625,-0.0015,-0.000938,-0.000375,-0.000188,-0.0015,0,0,0,0,0,0
85963478,2504,0.002062,0.002813,-0.000563,-0.003187,-0.000938,-0.000188,0.000187,-0.001125,0,0,0,0,0,0
86100373,2505,0.000938,0.005625,0.000563,-0.005438,-0.000563,0.000375,0.000562,-0.000937,0,0,0,0,0,0
86100373,2507,0.00075,0.003375,0.000375,-0.003562,-0.000375,0.000188,0.000375,-0.000937,0,0,0,0,0,0
86203054,2508,0.001687,0.002625,-0.00075,-0.002062,-0.000563,-0.000188,0.000187,-0.001125,0,0,0,0,0,0
86203054,2511,0.00225,0.000938,-0.001125,-0.000563,0.000187,0.000563,0.001125,-0.000563,0,0,0,0,0,0
86339947,2512,0.001125,0.002438,0,-0.001875,0.00075,0.00075,0.001125,-0.000188,0,0,0,0,0,0
86339947,2515,0.002625,0.001125,-0.001875,-0.000937,0.000562,0.00075,0.001125,-0.000563,0,0,0,0,0,0
86476826,2518,0.003563,0.000375,-0.003,0,-0.000188,0,0.000187,-0.001313,0,0,0,0,0,0
86579474,2519,0.003937,-0.001125,-0.003187,0.001313,-0.000375,-0.000563,0,-0.0015,0,0,0,0,0,0
86579474,2522,0.004875,-0.00375,-0.004312,0.003938,-0.000938,-0.00075,-0.000563,-0.001687,0,0,0,0,0,0
86716342,2523,0.003375,0.000938,-0.003,-0.00075,0,0.000188,0.000375,-0.001313,0,0,0,0,0,0
86819017,2526,0.004313,-0.000375,-0.004312,0.001125,-0.000188,-0.000188,0,-0.0015,0,0,0,0,0,0
86853232,2529,0.004687,-0.002438,-0.0045,0.002813,-0.000375,-0.000375,-0.000375,-0.001687,0,0,0,0,0,0
86955918,2530,0.004875,-0.004125,-0.004687,0.004313,-0.000563,-0.000938,-0.000563,-0.001875,0,0,0,0,0,0
86955918,2533,0.004875,-0.002625,-0.004312,0.003,0,-0.000375,-0.000375,-0.0015,0,0,0,0,0,0
87092823,2534,0.004687,-0.002625,-0.0045,0.003375,-0.000375,-0.00075,-0.000563,-0.002062,0,0,0,0,0,0
87092823,2536,0.004687,-0.002625,-0.0045,0.003375,-0.000375,-0.00075,-0.000563,-0.002062,0,0,0,0,0,0
87195499,2537,0.004687,-0.002812,-0.004687,0.003562,-0.000188,-0.000188,0,-0.001125,0,0,0,0,0,0
87229715,2540,0.004875,-0.004687,-0.0045,0.005438,0.000375,0,0.000375,-0.001125,0,0,0,0,0,0
87332371,2541,0.003375,-0.004687,-0.002625,0.00525,0.00075,0.000375,0.000562,-0.00075,0,0,0,0,0,0
87332371,2544,0.003937,-0.006375,-0.002812,0.00675,0.000562,0,0.000375,-0.000937,0,0,0,0,0,0
87469273,2547,0.003187,-0.00375,-0.002625,0.0045,0.00075,0.000563,0.000937,-0.00075,0,0,0,0,0,0
87571973,2550,0.004687,-0.005437,-0.004125,0.006187,0.000375,0,0.000187,-0.001313,0,0,0,0,0,0
87674658,2551,0.004875,-0.006937,-0.004312,0.007312,0.000375,0,0.000375,-0.000937,0,0,0,0,0,0
87708866,2554,0.003,-0.005063,-0.002062,0.006,0,-0.000375,0,-0.001313,0,0,0,0,0,0
87811521,2555,0.003375,-0.004687,-0.003,0.005438,0.000562,0,0.000187,-0.001125,0,0,0,0,0,0
87811521,2558,0.003937,-0.005063,-0.003562,0.005625,0.00075,0.00075,0.001125,-0.00075,0,0,0,0,0,0
87948449,2561,0.003187,-0.003375,-0.00225,0.004125,0.001687,0.0015,0.0015,0,0,0,0,0,0,0
88051150,2562,0.003563,-0.005437,-0.002625,0.005625,0.001875,0.0015,0.001875,0.000375,0,0,0,0,0,0
88085378,2565,0.002625,-0.001125,-0.0015,0.001688,0.002062,0.001875,0.00225,0.00075,0,0,0,0,0,0
88188098,2566,0.0015,-0.000563,-0.000187,0.000563,0.002062,0.00225,0.002812,0.000938,0,0,0,0,0,0
88188098,2569,0,0,0.00075,-0.000563,0.000938,0.0015,0.001875,0.000375,0,0,0,0,0,0
88324976,2570,-0.001688,0.004688,0.003,-0.00525,0.0015,0.00225,0.002625,0.001125,0,0,0,0,0,0
88324976,2572,-0.001688,0.004688,0.003,-0.00525,0.0015,0.00225,0.002625,0.001125,0,0,0,0,0,0
88427668,2573,0.001312,-0.000937,-0.001875,0.001125,0.000187,0.000188,0.000375,-0.000375,0,0,0,0,0,0
88461900,2576,0.000375,0.000187,-0.000375,0,0.000375,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
88564553,2577,0,0,0.000188,-0.000188,0.000187,-0.000188,0,-0.000188,0,0,0,0,0,0
88564553,2580,0.000187,0,-0.000187,0,0.000187,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
88701328,2581,0,0.000187,0,0,0.000187,0,0.000187,0,0,0,0,0,0,0
88701328,2584,0,0.000187,-0.000187,-0.000188,0,-0.000188,0.000187,-0.000188,0,0,0,0,0,0
88838047,2585,-0.000188,0,-0.000187,0,0,-0.000188,0.000375,0,0,0,0,0,0,0
88838047,2587,-0.000188,0,-0.000187,0,0,-0.000188,0.000375,0,0,0,0,0,0,0
88940600,2588,0,0.000187,-0.000187,-0.000188,0,-0.000375,0.000187,-0.000188,0,0,0,0,0,0
88974799,2591,0,0.000187,0,0,0,-0.000188,0,0,0,0,0,0,0,0
89077310,2592,0,0.000187,0,-0.000188,0,-0.000188,0.000187,0,0,0,0,0,0,0
89077310,2595,0,0.000187,-0.000187,-0.000188,0,-0.000188,0,-0.000188,0,0,0,0,0,0
89214018,2596,0,0.000187,-0.000375,-0.000188,-0.000188,-0.000375,0,-0.000188,0,0,0,0,0,0
89214018,2598,0,0.000187,-0.000375,-0.000188,-0.000188,-0.000375,0,-0.000188,0,0,0,0,0,0
89316587,2599,0.000187,0.000187,0,0,0,-0.000188,0,0,0,0,0,0,0,0
89350745,2602,0,0,0.000188,0,0,-0.000188,0.000375,0,0,0,0,0,0,0
89453251,2603,-0.000188,0.000187,0.000188,0,0,-0.000375,0,0,0,0,0,0,0,0
89589939,2607,0,0,-0.000375,0.00075,0.000187,-0.000563,-0.000188,-0.000188,0,0,0,0,0,0
89624139,2611,-0.000563,-0.000375,0.000188,0.001313,0.000187,-0.00075,-0.000375,0,0,0,0,0,0,0
89760982,2612,-0.000563,-0.00075,0.000563,0.0015,0.000187,-0.00075,-0.000563,0.000188,0,0,0,0,0,0
89760982,2614,-0.000563,-0.00075,0.000563,0.0015,0.000187,-0.00075,-0.000563,0.000188,0,0,0,0,0,0
89863655,2615,-0.00075,0.000187,0.000563,0.001125,0,-0.001687,-0.001125,0,0,0,0,0,0,0
89897867,2618,-0.00075,0.000563,0.000375,0.000937,0,-0.001687,-0.0015,-0.000188,0,0,0,0,0,0
90000539,2619,-0.000563,0.000563,0.000188,0.00075,0,-0.002063,-0.001688,-0.000563,0,0,0,0,0,0
90000539,2621,-0.000563,0.000563,0.000188,0.00075,0,-0.002063,-0.001688,-0.000563,0,0,0,0,0,0
90103200,2622,-0.00075,0.000563,0.000375,0.000937,-0.000188,-0.001875,-0.0015,-0.000188,0,0,0,0,0,0
90137437,2625,-0.00075,0.001125,0.000375,0.000375,0,-0.001687,-0.001313,0.000188,0,0,0,0,0,0
90240108,2626,-0.000563,0.000563,0.000375,0.00075,0.000187,-0.001687,-0.001125,0,0,0,0,0,0,0
90240108,2629,-0.000938,0.001125,0.000563,0.000375,0.000375,-0.001875,-0.0015,0,0,0,0,0,0,0
90376984,2630,-0.000938,0.001312,0.00075,0.000563,0.000187,-0.001875,-0.0015,0.000188,0,0,0,0,0,0
90479666,2633,-0.001312,0.001125,0.001125,0.000937,0,-0.001875,-0.001688,0,0,0,0,0,0,0
90513868,2636,-0.0015,0.00075,0.001125,0.000937,0,-0.00225,-0.002063,-0.000375,0,0,0,0,0,0
90616539,2637,-0.0015,0.001312,0.000938,0.000563,-0.000188,-0.00225,-0.002063,-0.000375,0,0,0,0,0,0
90616539,2640,-0.0015,0.000938,0.001312,0.000563,0.000187,-0.001687,-0.001125,0,0,0,0,0,0,0
90753440,2641,-0.0015,0.001312,0.0015,0,0.000375,-0.001312,-0.00075,0.000188,0,0,0,0,0,0
90753440,2644,-0.001688,0.001125,0.0015,0.000375,0.00075,-0.001125,-0.000938,0.000563,0,0,0,0,0,0
90890323,2645,-0.001688,0.001312,0.001688,0.000375,0.000938,-0.001312,-0.00075,0.00075,0,0,0,0,0,0
90890323,2648,-0.002438,0.00075,0.002625,0.00225,0.002625,-0.001125,-0.00075,0.001875,0,0,0,0,0,0
91027251,2649,-0.003375,-0.000375,0.003563,0.00375,0.002812,-0.0015,-0.001125,0.002062,0,0,0,0,0,0
91027251,2652,-0.003938,-0.001312,0.003938,0.005812,0.002812,-0.003187,-0.002813,0.001688,0,0,0,0,0,0
91164194,2653,-0.0045,-0.002062,0.004875,0.007312,0.002625,-0.003375,-0.003,0.001875,0,0,0,0,0,0
91164194,2655,-0.0045,-0.002062,0.004875,0.007312,0.002625,-0.003375,-0.003,0.001875,0,0,0,0,0,0
91266917,2656,-0.004875,-0.00375,0.004875,0.010313,0.001875,-0.005437,-0.005063,0.000938,0,0,0,0,0,0
91301157,2659,-0.00525,-0.005063,0.00525,0.012187,0.00225,-0.006187,-0.005625,0.001125,0,0,0,0,0,0
91403877,2660,-0.004875,-0.005813,0.004875,0.012938,0.001687,-0.007125,-0.006563,0.000563,0,0,0,0,0,0
91403877,2663,-0.00375,-0.005813,0.003187,0.013312,0.000562,-0.00825,-0.008063,-0.000375,0,0,0,0,0,0
91540832,2664,-0.003562,-0.004875,0.003187,0.012375,0.001125,-0.00825,-0.007875,0.000188,0,0,0,0,0,0
91540832,2666,-0.003562,-0.004875,0.003187,0.012375,0.001125,-0.00825,-0.007875,0.000188,0,0,0,0,0,0
91643537,2667,-0.00375,-0.005063,0.003375,0.0135,0.001687,-0.008625,-0.00825,0.000375,0,0,0,0,0,0
91677788,2670,-0.003938,-0.004125,0.003375,0.01275,0.0015,-0.009375,-0.008813,0.000188,0,0,0,0,0,0
91780497,2671,-0.004313,-0.003187,0.003563,0.012375,0.0015,-0.009563,-0.009188,0.000375,0,0,0,0,0,0
91780497,2673,-0.004313,-0.003187,0.003563,0.012375,0.0015,-0.009563,-0.009188,0.000375,0,0,0,0,0,0
91883206,2674,-0.004313,-0.002812,0.003563,0.012187,0.002062,-0.009375,-0.009188,0.000375,0,0,0,0,0,0
91917454,2675,-0.004313,-0.002812,0.003187,0.011813,0.001125,-0.0105,-0.00975,0,0,0,0,0,0,0
91917454,2677,-0.0045,-0.001688,0.004313,0.0105,0.001875,-0.009375,-0.009,0.000938,0,0,0,0,0,0
92020161,2678,-0.0045,-0.00075,0.00375,0.009937,0.001125,-0.010313,-0.009938,-0.000188,0,0,0,0,0,0
92020161,2681,-0.004688,-0.000937,0.003563,0.00975,-0.00075,-0.011813,-0.011438,-0.001687,0,0,0,0,0,0
92157106,2682,-0.004875,-0.001688,0.003938,0.010875,-0.00075,-0.011625,-0.011063,-0.001313,0,0,0,0,0,0
92157106,2684,-0.004875,-0.001688,0.003938,0.010875,-0.00075,-0.011625,-0.011063,-0.001313,0,0,0,0,0,0
92259817,2685,-0.004688,-0.001875,0.003563,0.01125,-0.000563,-0.012188,-0.011625,-0.0015,0,0,0,0,0,0
92294057,2688,-0.004875,-0.001875,0.003563,0.011813,-0.00075,-0.012938,-0.012375,-0.0015,0,0,0,0,0,0
