Time,Count,Voltage V1,Voltage V2,Voltage V3,Voltage V4,Voltage V5,Voltage V6,Voltage V7,Voltage V8,Force 1,Force 2,Force 3,Force 4,Force 5,Force 6
116448076.0,2373,0.0,-0.0,0.0,0.000375,0.000375,0.0,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116545790.0,2374,0.0,0.000188,-0.000187,0.000188,0.0,-0.000188,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116594665.0,2377,0.0,0.000188,0.0,0.000188,0.0,-0.000188,0.000187,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
116741098.0,2378,0.0,-0.0,0.0,0.000188,-0.000187,-0.000188,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
116789923.0,2380,0.0,0.000188,0.0,0.000188,0.0,-0.000188,-0.000187,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
116887671.0,2381,0.0,0.000188,-0.000187,0.000188,0.000187,-0.000188,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
116936574.0,2383,-0.000187,-0.0,0.0,0.000375,0.0,-0.000188,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117034339.0,2384,-0.000187,-0.0,-0.000187,0.000188,0.0,-0.000188,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117034339.0,2385,-0.000187,-0.0,-0.000187,0.000188,0.0,-0.000188,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117132273.0,2386,0.0,0.000188,0.0,0.000188,0.000187,-0.000188,0.0,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
117181330.0,2388,0.0,-0.0,0.0,0.000375,0.0,-0.000375,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117279277.0,2389,0.0,-0.000187,0.0,0.000188,0.000187,-0.000375,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117328120.0,2391,0.0,-0.0,0.0,0.000188,0.000187,-0.000188,0.0,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
117425720.0,2392,-0.000187,0.000375,0.0,0.000188,0.000187,-0.000188,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117474525.0,2393,-0.000187,-0.0,0.0,0.000188,0.0,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117523300.0,2394,0.000188,-0.0,0.0,0.000375,0.000187,-0.000188,0.0,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117572110.0,2396,0.0,0.000188,0.0,0.000188,0.0,-0.000375,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117669944.0,2397,0.000188,0.000375,-0.000187,0.000375,0.000187,-0.000188,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117718951.0,2398,0.0,-0.0,0.0,0.000188,0.0,-0.000188,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117767817.0,2399,0.0,-0.0,0.0,0.000188,0.000187,-0.000375,-0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
117816642.0,2400,-0.000187,-0.000187,0.0,0.000188,0.0,-0.000188,-0.000187,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
117816642.0,2401,-0.000187,-0.000187,0.0,0.000188,0.0,-0.000188,-0.000187,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
117914460.0,2402,0.0,0.000188,0.0,0.000375,0.0,0.0,0.0,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
