Time,Count,Voltage V1,Voltage V2,Voltage V3,Voltage V4,Voltage V5,Voltage V6,Voltage V7,Voltage V8,Force 1,Force 2,Force 3,Force 4,Force 5,Force 6
191914378.0,3923,-0.000375,-0.000375,0.000375,-0.000375,0.0,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192012011.0,3924,-0.000188,-0.000375,0.000187,-0.000375,0.0,0.000563,0.000375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192060813.0,3926,-0.000375,-0.000187,0.000375,-0.000375,0.000187,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192158416.0,3927,-0.000375,-0.000375,0.000187,-0.000375,0.0,0.000375,0.000563,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192158416.0,3928,-0.000375,-0.000375,0.000187,-0.000375,0.0,0.000375,0.000563,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192256107.0,3929,-0.000375,-0.000375,0.000187,-0.000187,0.000187,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192304928.0,3931,-0.000375,-0.000187,0.0,-0.000375,0.000187,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192402556.0,3932,-0.000375,-0.000375,0.000375,-0.000375,0.000187,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192402556.0,3933,-0.000375,-0.000375,0.000375,-0.000375,0.000187,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192500198.0,3934,-0.000375,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192549042.0,3936,0.0,-0.000375,0.000187,-0.000187,0.000187,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192646663.0,3937,-0.000375,-0.000375,0.000187,-0.000375,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192646663.0,3938,-0.000375,-0.000375,0.000187,-0.000375,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192744362.0,3939,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
192793234.0,3941,-0.000188,-0.000375,0.000375,-0.000563,0.000187,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192890901.0,3942,-0.000188,-0.000187,0.000375,-0.000563,0.0,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
