Time,Count,Voltage V1,Voltage V2,Voltage V3,Voltage V4,Voltage V5,Voltage V6,Voltage V7,Voltage V8,Force 1,Force 2,Force 3,Force 4,Force 5,Force 6
601983494.0,12309,0.00075,-0.002812,0.00225,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
601983494.0,12310,0.00075,-0.002812,0.00225,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602081256.0,12311,0.00075,-0.002812,0.002438,-0.006562,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602130119.0,12312,0.00075,-0.002812,0.002438,-0.006562,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602179011.0,12313,0.000938,-0.003,0.002625,-0.00675,0.000563,0.0015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602227869.0,12315,0.000938,-0.003,0.002625,-0.00675,0.000563,0.001125,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602325588.0,12316,0.00075,-0.002812,0.00225,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602325588.0,12317,0.00075,-0.002812,0.00225,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602423346.0,12318,0.00075,-0.002812,0.002438,-0.006562,0.000563,0.001312,0.003,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602472213.0,12320,0.000938,-0.002812,0.002438,-0.006562,0.000563,0.001312,0.003375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602569949.0,12321,0.000938,-0.002812,0.00225,-0.006562,0.000563,0.0015,0.003,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
602618842.0,12323,0.00075,-0.002812,0.002625,-0.006562,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602716546.0,12324,0.00075,-0.002812,0.002438,-0.00675,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602765420.0,12326,0.000938,-0.002812,0.002438,-0.00675,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602863153.0,12327,0.000938,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602863153.0,12328,0.000938,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
602960892.0,12329,0.00075,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603009758.0,12331,0.00075,-0.002812,0.002438,-0.00675,0.000563,0.001312,0.003375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603107463.0,12332,0.00075,-0.002625,0.002438,-0.006562,0.000563,0.0015,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603107463.0,12333,0.00075,-0.002625,0.002438,-0.006562,0.000563,0.0015,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603205159.0,12334,0.00075,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603254021.0,12336,0.00075,-0.002625,0.002625,-0.00675,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603351777.0,12337,0.000938,-0.002812,0.002438,-0.00675,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603400659.0,12338,0.000938,-0.003,0.00225,-0.006562,0.000563,0.001125,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603449537.0,12339,0.00075,-0.002625,0.002438,-0.006562,0.000563,0.001312,0.003375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603498386.0,12340,0.000938,-0.002812,0.00225,-0.006562,0.00075,0.0015,0.003,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603498386.0,12341,0.000938,-0.002812,0.00225,-0.006562,0.00075,0.0015,0.003,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603596112.0,12342,0.00075,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003187,0.000375,0.0,0.0,0.0,0.0,0.0,0.0
603644961.0,12344,0.00075,-0.003,0.002438,-0.006375,0.000563,0.001312,0.003,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603742695.0,12345,0.00075,-0.002812,0.00225,-0.00675,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603742695.0,12347,0.00075,-0.002812,0.00225,-0.00675,0.000563,0.001312,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603889284.0,12348,0.00075,-0.003,0.002438,-0.006562,0.00075,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
603938159.0,12349,0.000938,-0.002812,0.002438,-0.006562,0.000563,0.0015,0.003187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603987004.0,12350,0.000938,-0.002812,0.002438,-0.006562,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
604035855.0,12352,0.00075,-0.002812,0.002438,-0.006562,0.00075,0.001312,0.003,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
604133579.0,12353,0.00075,-0.002812,0.00225,-0.00675,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
604133579.0,12354,0.00075,-0.002812,0.00225,-0.00675,0.000563,0.001312,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
604231332.0,12355,0.000938,-0.002812,0.002438,-0.00675,0.000563,0.001312,0.003187,-0.000187,0.0,0.0,0.0,0.0,0.0,0.0
604280210.0,12357,0.000938,-0.002625,0.002438,-0.00675,0.000563,0.0015,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
604377945.0,12358,0.000938,-0.002812,0.002438,-0.006562,0.000375,0.001125,0.003187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
