Time,Count,Voltage V1,Voltage V2,Voltage V3,Voltage V4,Voltage V5,Voltage V6,Voltage V7,Voltage V8,Force 1,Force 2,Force 3,Force 4,Force 5,Force 6
725529869.0,14840,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000375,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
725578774.0,14841,0.0,-0.000187,0.000187,-0.000375,0.0,0.000375,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
725627649.0,14843,0.0,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000187,-0.000375,0.0,0.0,0.0,0.0,0.0,0.0
725725372.0,14844,0.0,-0.000375,0.000375,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725774229.0,14845,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
725774229.0,14846,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
725871989.0,14847,-0.000188,-0.000187,0.000187,-0.000563,0.000187,0.0,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725920872.0,14848,0.0,-0.0,0.000375,-0.000187,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725969684.0,14849,-0.000188,-0.000187,0.000187,-0.000375,0.000187,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726018540.0,14851,-0.000188,-0.000187,0.000187,-0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726116247.0,14852,0.0,-0.000187,0.000375,-0.000187,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726165104.0,14854,0.0,-0.000187,0.000375,-0.000187,0.0,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
726262784.0,14855,0.0,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726311646.0,14856,0.0,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726360478.0,14857,0.0,-0.000187,0.000187,-0.000375,0.000187,0.000188,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
726409339.0,14859,-0.000188,-0.000375,0.000375,-0.000187,0.000187,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726507021.0,14860,0.0,-0.000187,0.000187,-0.000375,0.000187,0.000188,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
726555874.0,14862,0.0,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
726653586.0,14863,0.0,-0.000187,0.000187,-0.000375,0.000187,0.000375,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
726702473.0,14865,0.0,-0.000187,0.000187,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726800134.0,14866,0.0,-0.000375,0.000187,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
