Time,Count,Voltage V1,Voltage V2,Voltage V3,Voltage V4,Voltage V5,Voltage V6,Voltage V7,Voltage V8,Force 1,Force 2,Force 3,Force 4,Force 5,Force 6
532545015.0,10894,-0.000188,-0.000375,0.000375,-0.000187,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532642753.0,10895,-0.000188,-0.000187,0.000187,-0.000187,0.000187,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532691622.0,10898,-0.000375,-0.000187,0.000375,-0.000375,0.0,0.000188,0.000375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
532838115.0,10899,-0.000188,-0.000375,0.000375,-0.000375,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
532838115.0,10901,-0.000188,-0.000375,0.000375,-0.000375,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
532984692.0,10902,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533033564.0,10903,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533082419.0,10904,-0.000375,-0.0,0.000187,-0.000375,0.0,0.000188,0.000563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533131226.0,10906,-0.000375,-0.000187,0.000187,-0.000187,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533228935.0,10907,0.0,-0.000375,0.000563,-0.000375,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533277762.0,10909,-0.000188,-0.000375,0.000187,-0.000375,0.000187,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
533375465.0,10910,-0.000188,-0.000187,0.000187,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533424298.0,10912,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533521984.0,10913,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533570820.0,10915,-0.000188,-0.000187,0.000563,-0.000187,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533668511.0,10916,-0.000188,-0.0,0.000375,-0.000187,0.000187,0.000375,0.000375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
533717350.0,10918,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533814955.0,10919,-0.000188,-0.000187,0.000375,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533814955.0,10920,-0.000188,-0.000187,0.000375,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533912658.0,10921,-0.000188,-0.0,0.000375,-0.000563,0.000187,0.000188,0.000563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533961531.0,10923,-0.000188,-0.000375,0.000375,-0.000187,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
534059223.0,10924,-0.000188,-0.0,0.000375,-0.000375,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534108044.0,10926,-0.000188,-0.0,0.000375,-0.000375,0.000187,0.000188,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
534205699.0,10927,-0.000375,-0.000187,0.000187,-0.000375,0.0,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534205699.0,10928,-0.000375,-0.000187,0.000187,-0.000375,0.0,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534303348.0,10929,-0.000188,-0.000187,0.000563,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534352203.0,10930,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.0,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534352203.0,10931,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.0,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534449873.0,10932,0.0,-0.000187,0.000375,-0.000187,0.000187,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534498698.0,10934,-0.000188,-0.0,0.000375,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534596349.0,10935,-0.000188,-0.000375,0.000375,-0.000375,0.000187,0.000188,0.000375,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
534645223.0,10937,0.0,-0.0,0.000187,-0.000375,0.0,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
534742910.0,10938,-0.000375,-0.000187,0.000563,-0.000375,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534791746.0,10940,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534889416.0,10941,-0.000375,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534889416.0,10942,-0.000375,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534987103.0,10943,-0.000188,-0.000187,0.000375,-0.000187,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535035944.0,10945,-0.000375,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
535133702.0,10946,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000375,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535182558.0,10947,-0.000375,-0.000187,0.000375,-0.000187,0.000187,0.000188,0.000375,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
535231463.0,10948,-0.000375,-0.000187,0.000375,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535280307.0,10950,-0.000188,-0.000375,0.000563,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535377978.0,10951,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535426847.0,10952,-0.000563,-0.000187,0.000563,-0.000187,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535475694.0,10953,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535524543.0,10954,-0.000375,-0.000375,0.000375,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535524543.0,10955,-0.000375,-0.000375,0.000375,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535622281.0,10956,-0.000375,-0.0,0.000187,-0.000187,0.000187,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
535671132.0,10959,-0.000188,-0.000187,0.000563,-0.000187,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535817686.0,10960,-0.000188,-0.000375,0.000375,-0.000375,0.000187,0.0,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
535817686.0,10961,-0.000188,-0.000375,0.000375,-0.000375,0.000187,0.0,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
535915386.0,10962,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000188,0.000187,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0
535964215.0,10964,0.0,-0.000187,0.000375,-0.000187,0.000187,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
536061905.0,10965,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536110759.0,10967,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000188,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
536208467.0,10968,-0.000188,-0.000187,0.000187,-0.000187,0.000187,0.0,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
536257297.0,10969,-0.000188,-0.000187,0.000187,-0.000187,0.0,0.000375,0.000187,0.000188,0.0,0.0,0.0,0.0,0.0,0.0
536306135.0,10970,-0.000188,-0.000187,0.000187,-0.000375,0.0,0.000188,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536354934.0,10972,-0.000188,-0.000187,0.000375,-0.000375,0.0,0.000188,0.000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536452609.0,10973,-0.000188,-0.000187,0.000375,-0.000375,0.000187,0.000375,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
